housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
28,2319,481,1369,564,90.4225,3,257000
28,2075,437,1216,446,99.33,3,281500
24,2139,449,971,418,109.6475,3,271300
36,1561,345,740,253,156.945,3,309700
36,1364,310,668,245,132.8275,3,314100
36,1407,317,676,231,131.725,3,331900
34,1761,381,965,329,134.975,3,358500
35,1818,391,853,321,147.43,3,350900
37,1249,289,583,214,143.555,3,330700
34,1770,382,916,289,125,3,354200
35,1248,289,551,185,141.065,3,348200
36,1390,314,683,219,122.265,3,334400
36,681,187,360,128,131.9975,3,332600
34,2415,498,1278,414,153.9975,3,341200
34,1086,260,509,158,152.8325,3,349300
25,5622,1073,2537,1009,144.625,3,395300
22,13133,2421,7180,3522,88.535,3,354700
22,11016,2041,6664,2838,92.575,3,361300
29,3662,722,1626,611,159.935,3,410000
27,3245,647,1572,556,134.4325,3,379000
36,1102,263,522,172,152.9675,3,342000
36,1660,363,943,300,129.96,3,353600
35,1577,348,743,274,144.135,3,343000
35,1792,386,978,326,123.9575,3,342800
35,1378,312,645,217,147.8575,3,343400
35,2828,572,1439,490,140.0325,3,350200
35,1207,281,601,213,118.27,3,353400
32,1751,379,819,323,167.7625,3,339000
5,13038,2404,5272,2523,137.5575,3,286400
42,3146,629,1859,740,87.6825,3,234800
52,1819,391,1068,424,90.625,3,270700
51,2399,495,1160,514,96.14,3,318900
42,1486,331,897,377,40.57,3,376100
50,696,190,382,234,69.375,3,225000
45,2929,590,1635,652,73.4375,3,273000
35,3462,686,1902,700,85.05,3,279900
19,3792,745,2105,834,130.9075,3,310000
39,2198,459,1160,436,103.515,3,323700
26,2345,486,1195,377,137.3125,3,361700
23,3942,772,1679,711,102.9225,3,362600
30,1773,383,905,352,107.64,3,336000
25,2587,529,1219,509,110.6775,3,382100
22,2508,515,1254,395,177.3375,3,379500
28,2142,449,1140,422,121.095,3,346200
27,2113,444,1109,360,117.655,3,357000
26,5591,1068,2824,939,164.6525,3,417800
25,4177,814,2123,789,127.035,3,446800
28,7591,1427,3420,1635,101.77,3,328900
36,1784,385,901,293,155.6175,3,339000
39,2794,566,1319,441,146.95,3,387800
36,2463,507,1125,424,150.44,3,352700
36,2416,498,1115,386,156.4,3,366900
36,1083,259,522,187,144.4125,3,339500
26,5166,992,2738,1239,83.9125,3,360800
28,67,77,49,11,153.3975,3,330000
25,9042,1687,4458,1944,113.98,3,378800
26,1575,347,881,309,129.445,3,359900
36,2031,429,817,337,128.1775,2,458300
33,2349,486,954,373,162.39,2,483600
20,1975,419,703,292,213.7275,2,410300
33,3994,781,1647,931,125.265,2,500001
34,1822,392,750,366,149.7675,2,500001
34,2211,462,1113,488,117.565,3,356800
33,5057,972,2021,748,171.3825,2,482200
36,1283,295,563,209,173.24,2,500001
41,1889,404,802,278,150.375,2,488500
39,2400,495,877,372,143.4025,2,500001
35,1008,246,391,167,94.445,2,487500
36,1018,248,329,169,262.6125,2,500001
29,4389,852,2069,901,102.6775,3,365600
36,716,193,388,124,125.635,3,350000
34,1730,375,1008,393,98.52,3,327700
33,2194,458,987,397,127.3775,3,318900
32,1434,322,672,285,121.875,3,311700
19,6224,1181,3152,1076,148.8525,3,500001
29,2795,566,1469,557,92.9175,3,308900
29,3254,649,1593,680,101.34,3,285800
35,2290,476,1374,530,81.18,3,254700
31,4464,866,2420,947,101.0625,3,277900
39,1415,319,729,278,79.12,3,244800
35,2924,589,1675,602,95.7175,3,279900
32,2381,492,1264,488,103.6925,3,315100
29,4317,839,2102,959,78.1875,3,286400
38,1601,352,711,304,84.895,3,250000
30,4573,885,2411,819,89.51,3,383800
21,6638,1256,3240,1568,91.9925,3,271100
25,11016,2041,4168,1584,204.455,2,500001
34,5166,992,2071,668,209.0225,2,500001
36,1596,351,654,223,205.16,2,500001
38,2553,523,1042,393,174.355,2,500001
34,2629,537,966,375,253.1025,2,500001
36,4421,858,1433,624,202.095,2,500001
31,4803,927,1490,577,299.9825,2,500001
30,4402,855,1582,551,272.45,2,500001
24,4787,924,1653,548,324.395,2,500001
27,2141,449,635,240,291.62,2,500001
22,7554,1420,2808,946,251.5,2,500001
28,3065,615,1101,391,263.84,2,500001
36,2093,440,802,300,202.3925,2,500001
26,6339,1202,2540,880,253.6175,2,500001
21,11353,2102,4649,1504,245.525,2,500001
17,10950,2029,4713,2043,157.66,2,418300
32,10445,1939,4474,1576,192.605,2,500001
26,5005,963,2357,790,213.5525,2,500001
22,17591,3221,6897,2492,207.0775,2,500001
34,5586,1067,1871,636,375.0025,2,500001
25,8272,1549,3392,1132,252.4325,2,500001
23,8277,1550,3176,1159,192.465,2,500001
18,1193,279,475,228,188.985,2,500001
4,311,121,128,46,245.2275,2,500001
20,5776,1101,2757,936,166.1175,3,416800
26,4486,870,1873,719,164.26,3,414700
36,2715,552,1303,457,115.105,2,357300
34,2338,484,1031,373,157.175,2,396400
33,4244,826,1534,557,245.535,2,500001
33,2996,602,1048,387,231.675,2,500001
37,1080,259,366,142,291.6925,2,500001
24,6097,1159,2248,806,253.3925,2,500001
37,627,177,259,106,172.175,3,500001
37,1442,324,998,503,61.08,3,200000
35,1989,422,1108,593,40.2025,3,288900
35,2705,550,1526,793,75.8725,3,266700
35,2234,466,1334,662,63.61,3,236100
34,2832,573,1594,843,43.895,3,312500
36,1616,355,773,429,65,3,313600
33,3463,686,1845,1134,50.5125,3,243800
30,2353,487,1365,718,51.755,3,283300
37,7097,1338,2913,1939,71.875,3,300000
36,1390,314,874,468,64.53,3,200000
28,1111,264,526,294,65.34,3,383300
38,1349,307,547,309,80.3975,3,383300
38,4408,856,1690,1229,75.39,3,300000
33,3180,635,1347,841,101.6275,3,500001
31,6348,1204,2559,1755,82.045,3,225000
22,4247,827,1766,1170,78.7925,3,341700
24,630,178,257,147,138.06,3,400000
28,4376,850,1847,1128,66.7825,3,312500
52,1479,330,652,346,73.625,3,431400
30,4524,876,1910,1243,72.2225,3,335300
52,1244,288,444,282,87.785,3,430800
48,1226,285,370,264,98.4375,3,450000
24,8264,1547,3148,2274,89.1475,3,281300
28,4001,783,1799,1220,64.46,3,272900
27,4312,838,1634,1097,90.5175,3,362500
28,2347,486,785,548,110.4175,3,425000
28,833,214,349,210,76.675,3,375000
27,3979,779,1351,520,375.0025,3,500001
45,2686,547,857,259,375.0025,3,500001
52,3759,739,1407,422,375.0025,3,500001
52,3815,749,1266,413,375.0025,3,500001
37,2716,552,809,291,375.0025,3,500001
40,3552,702,1024,370,375.0025,3,500001
48,2413,498,770,248,375.0025,3,500001
52,3562,704,1163,361,375.0025,3,500001
52,1202,281,408,138,375.0025,3,500001
48,2799,567,1235,561,112.24,3,500001
33,5301,1016,2243,1159,105.965,3,500001
45,3143,629,1153,564,144.405,3,500001
27,6605,1250,2665,1520,95.22,3,500001
22,2170,454,850,520,72.7675,3,500001
36,1661,363,690,365,83.595,3,500001
50,1509,336,690,259,155.86,3,500001
52,1213,282,503,194,200.2375,3,500001
52,1311,300,578,205,191.9275,3,500001
43,1879,402,873,382,95.395,3,500001
37,2975,599,1291,654,133.29,3,500001
39,3299,657,1649,759,83.2375,3,500001
37,3781,743,1725,838,103.6375,3,500001
47,3652,720,1438,887,92.41,3,500001
52,1871,401,646,284,207.4025,3,500001
52,2501,514,748,349,165.8575,3,500001
43,2665,543,1015,506,103.5275,3,500001
43,4994,961,1830,969,138.3025,3,500001
47,2979,599,1076,571,99.76,3,500001
52,204,101,1154,28,233.425,3,500001
52,2416,498,810,270,346.39,3,500001
50,2597,531,964,339,332.59,3,500001
48,2381,492,859,306,200.6425,3,500001
52,3000,603,1143,375,375.0025,3,500001
52,2233,465,769,277,209.5975,3,500001
31,4066,794,1532,868,120.3125,3,500001
30,4061,793,1487,865,104.5675,3,435100
40,1382,313,483,178,292.6125,3,500001
52,1506,335,547,186,196.7625,3,500001
52,1711,372,671,242,193.93,3,500001
44,2146,450,851,355,162,3,500001
37,4072,795,1468,923,96.4275,3,500001
24,7418,1396,2713,1577,127.1675,3,500001
31,4949,953,1985,1244,106.3,3,436700
32,6365,1207,2767,1698,91.1275,3,383300
28,5109,981,2313,1451,83.165,3,483300
24,2924,589,1492,943,69.375,3,291700
35,2914,588,1334,870,74.835,3,350000
25,2757,559,1014,633,78.5825,3,500001
32,3851,756,1456,836,113.02,3,442100
31,3155,631,1208,745,91.9225,3,450000
27,4725,913,1945,1177,103.4125,3,470800
32,1793,387,1143,448,72.4525,3,353600
28,2545,521,1548,679,72.8125,3,475000
29,2709,551,1238,793,78.9075,3,330000
47,1956,416,724,277,224.04,3,500001
49,3780,743,1435,690,107.895,3,500001
40,1395,315,610,262,99.1475,3,500001
36,2539,520,979,500,91.6675,3,500001
32,2909,587,1310,706,112.9,3,350000
32,3024,607,1323,740,84.7225,3,347900
39,1530,339,1074,375,87.69,3,381800
29,3287,655,1523,823,93.4525,3,290600
31,2642,539,1303,625,89.9675,3,340500
19,902,227,414,272,33.3325,3,310000
22,1249,289,1106,481,63.1525,3,375000
29,1585,349,1019,487,67.68,3,375000
30,2075,437,1026,592,79.0875,3,366700
27,1965,417,1042,596,68.75,3,327300
39,1244,288,886,284,78.125,3,325000
52,523,159,317,130,56.985,3,337500
29,2329,483,1953,800,66.5975,3,233300
38,2163,453,1759,584,58.455,3,297500
11,72,78,150,20,65.625,3,250000
35,3057,613,2223,732,51.8625,3,332500
30,2027,429,1425,562,57.2925,3,330800
25,1583,349,983,422,67.5475,3,293800
28,1394,315,716,543,37.83,3,450000
28,651,182,333,174,49.305,3,500001
52,1241,288,679,459,57.745,3,500001
31,2851,576,1410,782,102.2325,3,381500
41,2584,528,1058,668,80.1525,3,370000
30,3078,617,1561,901,87.13,3,425000
32,3407,676,1463,986,75.9225,3,500001
31,1829,393,719,392,110,3,353800
28,1259,291,668,280,107.0325,3,384400
42,1271,293,574,312,78.26,3,340500
25,4149,809,1749,1000,99.305,3,450000
29,1727,375,741,431,90.3025,3,500000
52,1359,309,521,368,66.84,3,500001
22,3484,690,1268,952,81.5225,3,500001
41,2136,448,986,557,68.135,3,444400
44,2175,455,1019,448,119.825,3,470800
41,2704,550,1047,478,110.5275,3,462900
40,2198,459,1023,567,93.875,3,398300
41,752,200,482,207,63.5425,3,418200
48,1640,359,664,301,100,3,500001
46,1379,312,688,269,172.2525,3,500001
44,2017,427,958,382,152.535,3,480100
43,1160,273,393,250,72.9175,3,461100
27,1782,385,837,422,94.3175,3,413000
41,2956,595,1212,645,86.4575,3,421900
45,1230,286,565,219,158.8025,3,493400
45,3803,747,1690,871,76.19,3,456200
46,2571,526,1225,501,151.09,3,473000
39,3599,711,1569,763,131.4275,3,405400
39,213,103,138,52,53.125,3,196400
44,1913,408,1295,432,98.8425,3,266400
45,2098,441,1343,481,99.0375,3,268600
38,2447,504,1312,574,89.7725,3,279400
45,1577,348,1042,375,85.9375,3,314500
18,9528,1774,3922,1920,119.03,3,304100
25,1101,262,543,294,58.9275,3,340600
38,2521,517,1091,597,103.24,3,322900
35,4424,859,2101,888,99.22,3,355100
44,1494,333,618,266,135.0875,3,356300
40,593,171,371,132,117.33,3,332800
40,1565,346,826,268,130.0875,3,485700
32,2612,533,1030,402,165.075,3,369200
43,612,175,402,142,128.305,3,314900
35,1465,328,1104,345,101.4,3,339100
34,1816,391,872,339,121.25,3,329400
37,1534,340,751,259,136.1,3,336000
36,1280,295,704,217,149.08,3,328100
36,1225,285,591,227,136.6575,3,326700
44,2122,446,1012,367,116.7175,3,344300
48,1427,321,693,268,143.5125,3,351600
44,2010,425,961,365,114.955,3,333500
37,1426,321,689,261,138.21,3,331000
26,2503,514,1218,426,134.2075,3,500001
43,2000,424,1290,514,117.5775,3,302500
33,3306,658,2475,924,71.9925,3,285300
42,1700,370,997,436,73.0325,3,305000
38,324,123,268,73,63.75,3,271400
45,1807,389,883,371,125.8925,3,329800
46,105,84,69,19,99.1075,3,275000
33,1139,269,734,257,81.77,3,325000
37,1340,305,1008,340,94.035,3,314300
45,2092,440,1190,429,95.0525,3,323000
44,305,120,156,70,149.1025,3,275000
21,18132,3318,7431,4930,133.3975,3,500001
21,11308,2094,5127,2839,115.6925,3,228300
32,4018,786,1400,568,216.795,3,439100
35,3702,729,1449,614,132.985,3,313700
36,3228,644,1305,520,129.2375,3,397000
25,7105,1340,2519,1004,170.28,3,500001
30,1879,402,740,266,160.775,3,492500
46,3402,675,1389,504,133.655,3,270400
48,2741,557,1115,459,126.285,3,269100
43,2657,542,1145,524,103.4375,3,287100
45,2005,425,909,364,116.015,3,268900
45,1764,381,679,334,80.0525,3,222100
44,3183,636,1183,473,126.0175,3,314900
49,2863,579,1108,406,147.4825,3,313300
52,1114,265,486,176,107.2925,3,247600
49,2465,507,1018,359,100,3,296800
47,1107,263,437,178,93.36,3,179400
48,1172,275,497,190,95.625,3,183000
40,2894,584,1063,409,173.475,3,372000
20,14291,2629,5452,1875,228.08,3,472000
42,718,194,324,131,160.045,3,500001
35,2396,495,1054,457,161.26,3,407000
43,2228,465,960,395,190.2275,3,438500
40,866,220,399,176,172.75,3,380000
16,319,122,149,64,115.625,3,433300
23,204,101,117,41,244.115,2,500001
12,2560,524,907,366,251.9,2,500001
35,3795,746,1521,653,146.8375,3,448100
17,16544,3033,6214,2118,228.07,3,500001
18,102,83,55,21,99.835,2,500001
9,11251,2083,3029,1227,168.1825,3,500001
10,4355,846,2030,674,163.9275,2,500001
34,2255,469,857,317,113.3325,2,377300
7,23866,4347,9873,4012,135.08,2,318500
9,30405,5520,12873,3931,200.3425,2,399200
9,1143,270,647,180,171.185,2,356700
16,2950,594,1228,379,134.3725,2,346100
12,7508,1412,2484,965,146.97,2,500001
22,11668,2158,4054,1671,174.8375,2,385500
7,3003,604,1143,466,146.37,2,500001
19,3487,690,2782,584,197.96,2,500001
16,1409,318,970,172,200.36,2,500001
19,15990,2934,5175,2173,194.62,2,500001
21,3837,753,1509,509,211.19,2,500001
28,1343,306,487,199,170.75,2,500001
25,4440,861,1560,636,221.665,3,500001
36,2043,431,606,326,210.8275,2,500001
25,3546,701,1530,601,185.0025,2,500001
23,8798,1643,2750,1208,218.41,2,500001
15,2981,600,1694,540,73.8525,4,106700
5,6739,1274,4614,1266,100.05,4,115100
6,10263,1906,6163,1781,97.0075,4,120000
32,3511,695,1733,510,86.5,4,123900
34,1218,283,797,248,60.87,4,104800
14,2606,532,1228,512,64.41,4,150000
4,23386,4260,10493,3671,100.5275,4,144000
6,7430,1398,3489,1115,133.1675,4,140100
17,2479,510,1219,363,116.0425,4,125700
12,5319,1019,2439,779,116.5725,4,131500
34,2156,452,1269,388,68.75,4,96800
28,718,194,347,121,100.625,4,102600
33,873,221,425,142,66.75,4,187500
5,5807,1107,2602,1007,60.03,4,159400
5,10356,1923,4562,1427,124.515,4,141100
6,4558,883,1543,563,71.37,4,138500
16,3914,767,1524,795,60.375,4,137500
26,4230,824,2789,793,62.9475,4,104000
46,40,72,14,7,28.125,4,225000
7,4915,947,2833,874,108.0725,4,130000
34,1943,413,1078,446,28.24,4,93800
32,3670,723,1986,673,92.05,4,108800
27,3019,606,1580,523,94.51,4,113500
31,2666,543,1337,602,61.08,4,101100
35,2118,445,1108,360,85.8175,4,100300
33,2815,570,1447,489,106.6975,4,119600
25,1703,370,775,309,113.6375,4,126500
17,2994,602,1571,695,64.755,4,85400
32,1300,298,712,249,81.25,4,107500
9,4303,837,2240,861,94.5175,4,110900
5,12317,2275,6291,2654,89.33,4,146900
20,1257,290,551,186,116.4775,4,247200
15,2181,456,1057,300,115.625,4,118100
27,6007,1143,2680,882,104.2975,4,117200
36,1338,305,709,250,89.0625,4,101400
33,2347,486,1482,374,70.485,4,93000
32,1164,274,588,270,29.7925,4,86900
35,1503,335,842,300,63.195,4,97700
36,1205,281,678,290,50.455,4,98400
12,1984,421,1071,574,31.33,4,102100
36,2696,549,1192,452,99.0375,4,116300
33,2918,588,1365,478,121.9675,4,127700
35,3114,624,1974,545,97.57,4,126800
34,1439,323,708,298,81.7475,4,100000
48,1379,312,696,304,52.9175,4,94900
19,3430,680,1817,571,119.6875,4,163600
16,2035,430,704,330,54.9475,4,146400
5,9076,1693,7694,1278,121.875,4,163400
12,4881,941,2188,724,104.1675,4,171900
13,5341,1023,2288,724,166.93,4,185600
8,11275,2088,5731,1692,125.7125,4,167900
5,8352,1563,3723,1389,114.1475,4,140300
33,1781,384,913,314,99.9075,4,126800
9,1561,345,731,233,142.6225,4,173200
28,2357,488,1162,384,109.09,4,179700
25,2627,536,1059,338,90.955,4,138200
17,3810,748,1867,586,122.5,4,152400
17,4001,783,2313,756,76.1025,4,140100
17,1827,393,766,335,89.1825,4,136300
19,552,164,314,106,80.3125,4,185400
18,6893,1302,2837,1221,82.9325,4,218400
31,1398,316,884,299,121.0225,4,264900
18,1859,398,913,372,108.64,4,148900
25,3080,617,1558,510,127.0975,4,156700
10,4122,804,2164,710,107.3525,4,151600
34,81,79,53,14,35.2275,4,137500
7,681,187,485,104,68.49,4,125600
5,5613,1072,3569,999,79.865,4,132700
8,3484,690,2169,619,99.415,4,135800
10,2907,586,1681,531,96.485,4,141000
13,2815,570,1492,491,102.3625,4,135700
31,1537,341,1239,397,49.305,4,99200
38,248,109,261,53,53.5325,4,96900
19,3562,704,1677,578,103.9325,4,228100
7,2465,507,978,332,178.4525,4,292200
2,11008,2040,4098,1367,162.1625,4,204400
33,2189,458,1459,443,59.895,4,94500
33,2111,444,1067,397,93.36,4,111400
5,7294,1373,3123,930,124.76,4,154100
12,2472,508,1048,380,117.7425,4,262100
4,14348,2639,5839,1806,134.4975,4,222400
16,2573,526,1273,426,148.77,4,181100
13,2614,534,1949,537,51.3675,4,102600
29,2370,490,1746,483,93.66,4,113500
6,9882,1838,4892,1621,94.09,4,167600
5,6446,1221,3427,1104,99.84,4,148500
32,1489,332,774,267,81.875,4,103500
29,2843,575,1517,573,66.645,4,106900
7,20377,3721,11973,3933,82.715,4,138100
4,9761,1816,4970,1535,113.165,4,142900
5,1113,265,631,168,104.2975,4,146600
34,3416,678,1929,567,100.3675,4,107400
36,1493,333,899,260,96.5,4,109300
12,3851,756,2169,811,75.2525,4,116300
5,10264,1906,5871,1790,105.8225,4,145500
14,5144,988,2846,824,114.0375,4,137200
4,9849,1832,4546,1598,101.8225,4,154300
4,10655,1976,5391,1529,127.075,4,151300
2,2701,549,1368,430,101.775,4,137400
5,16181,2968,8152,2651,113.0925,4,141800
14,2798,567,1236,404,121.6675,4,239900
11,17339,3176,8721,2803,148.7675,4,225200
22,4443,862,1573,496,250.7125,3,500001
14,3490,691,1710,580,147.9275,4,333300
7,4524,876,2298,717,163.845,4,311600
6,5813,1108,2275,790,119.445,4,340400
10,2184,457,1119,370,118.5925,4,294000
10,2726,554,1773,459,120.7375,4,319100
12,3449,684,1502,540,92.6075,4,150800
32,1896,405,806,299,114.4225,4,159400
18,2986,601,1355,472,81.9125,4,165000
12,25957,4722,10475,4490,113.55,3,195300
25,1290,296,689,216,150.2425,3,220200
3,6577,1245,3032,1004,148.1575,4,251800
36,84,80,29,17,84.375,3,187500
17,10267,1907,4956,1483,137.6525,3,239400
26,934,232,519,162,133.0225,3,185000
19,3013,605,1356,484,127.9075,3,233200
26,828,213,508,158,130.935,3,185500
19,1285,295,650,193,150.995,3,217800
5,15341,2817,7270,2320,153.2025,3,236200
10,5509,1053,3002,959,139.9525,3,220100
15,8510,1592,3733,1233,152.705,3,253700
25,2988,601,1884,513,117.5175,3,169500
5,1514,336,1355,215,203.36,4,359000
16,13406,2470,7030,2440,117.1525,3,187900
15,8244,1544,4453,1357,137.0725,3,199600
23,4166,812,2082,743,110.2675,3,213400
21,1375,312,728,258,125.415,3,229000
17,913,229,530,201,75.95,3,238500
25,3223,643,1763,508,132.2175,3,183000
13,3600,711,1799,576,157.4275,3,218300
5,21113,3853,9842,3886,105.0925,3,194600
14,15348,2818,7087,2169,158.1925,4,237700
2,966,238,233,169,49.1675,3,450000
5,4028,788,2062,826,101.4475,4,167100
5,14275,2626,7158,2311,135.71,4,236300
9,2356,488,1556,386,94.375,4,155000
5,538,161,8733,105,105.9775,4,154600
4,1949,415,868,398,125.3775,3,285200
21,5477,1047,3384,1222,91.5625,3,228100
18,2288,475,2305,597,80.675,3,136100
18,2096,441,1044,328,170.7475,3,262100
5,7748,1455,4768,1393,132.625,3,311200
8,3839,754,1342,593,97.795,3,333700
27,2051,433,917,287,190.1475,3,323700
5,4222,822,2024,646,146.7575,3,500001
21,7010,1322,3331,1038,169.4,3,278100
23,3927,769,1984,707,121.34,3,202600
8,21086,3848,9936,3790,146.505,3,265100
24,6246,1185,2803,999,157.505,3,282900
4,17313,3171,6902,2707,141.995,3,320900
16,8726,1630,3789,1279,171.0475,3,323300
2,5989,1139,1787,613,167.29,4,329500
52,803,209,628,225,104.83,4,14999
52,433,143,147,53,98.9575,4,162500
52,102,83,54,32,49.6875,3,191700
39,1622,356,903,314,102.8125,3,183000
34,503,155,275,68,113.7275,4,375000
26,4047,791,571,199,58.705,4,179500
14,362,130,88,39,89.7325,4,214300
14,2391,494,798,308,77.31,4,114600
17,3538,700,1603,629,73.6225,4,95600
17,1280,295,707,267,88.75,4,106300
19,3273,652,1164,481,88.615,4,106500
10,2106,443,1003,397,69.5325,4,124100
13,2307,479,925,347,78.315,4,119800
16,2131,447,989,369,65.1775,4,103700
11,2161,453,820,405,58.9125,4,122300
15,2654,541,1267,489,70.9825,4,104400
13,1722,374,712,269,65.625,4,137500
7,3389,673,1268,474,75.56,4,147800
17,2171,454,1042,375,90.625,4,94400
8,828,213,413,146,84.375,4,80700
10,3113,623,1508,512,70.4175,4,96100
8,5212,1000,2383,857,102.7475,4,113600
13,5087,978,2284,913,68.5325,4,123100
